 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Draco Meteor,,,,,Thunderbolt,,,,,Dragon Dance,,,,,U-Turn,,,,,Ice Hammer,,,,,Flamethrower,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,88,,,,HP,100,,252,,HP,91,,,,HP,70,,,,HP,125,,,,HP,71,,
,,,,ATK,120,,252,,ATK,120,,,,ATK,134,,252,,ATK,145,,4,,ATK,170,,252,,ATK,120,,128
,,,,DEF,75,,,,DEF,150,,,,DEF,95,,,,DEF,90,,,,DEF,100,,,,DEF,95,,
,,,,SPA,100,,4,,SPA,185,,252,,SPA,100,,,,SPA,135,,252,,SPA,120,,,,SPA,120,,128
,,,,SPD,75,,,,SPD,130,,4,,SPD,100,,4,,SPD,70,,,,SPD,90,,4,,SPD,95,,4
,,,,SPE,142,,252,,SPE,90,,,,SPE,80,,252,,SPE,105,,252,,SPE,95,,252,,SPE,99,,252
,,,,SPEED STAT:,,,421,,SPEED STAT:,,,216,,SPEED STAT:,,,259,,SPEED STAT:,,,339,,SPEED STAT:,,,317,,SPEED STAT:,,,326
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BATTLE EFFECT: DOUBLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"GYM LEADER
MISTY",,Pikachu-Flying,,,,,Kyogre,,,,,Goodra-H,,,,,Kingdra,,,,,Drednaw-Mega,,,,,Floatzel,,,
,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Timid,,,,,Timid,,,,,Bold,,,,,Timid,,,,,Jolly,,,,,Jolly,,,
,,,,Lightning Rod,,,,,Drizzle,,,,,Gooey,,,,,Swift Swim,,,,,"Shell Armor
Strong Jaw",,,,,Technician,,,
,,,,Light Ball,,,,,Damp Rock,,,,,Assault Vest,,,,,Waterium Z,,,,,Drednawite,,,,,Focus Sash,,,
,,,,Thunder,,,,,Ice Beam,,,,,Draco Barrage,,,,,Draco Barrage,,,,,Jaw Lock,,,,,Surg. Strikes,,,
,,,,Hurricane,,,,,Water Spout,,,,,Flash Cannon,,,,,Hydro Pump,,,,,Aqua Fang,,,,,Fake Out,,,
,,,,Electroweb,,,,,Origin Pulse,,,,,Thunder,,,,,Muddy Water,,,,,Crunch,,,,,Flip Turn,,,
,,,,Fake Out,,,,,Thunder,,,,,Muddy Water,,,,,Hurricane,,,,,Shell Smash,,,,,Pursuit,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,35,,,,HP,100,,,,HP,80,,252,,HP,75,,,,HP,90,,,,HP,85,,
,,,,ATK,55,,,,ATK,100,,,,ATK,100,,,,ATK,95,,,,ATK,155,,252,,ATK,90,,252
,,,,DEF,40,,4,,DEF,90,,4,,DEF,100,,252,,DEF,95,,4,,DEF,125,,4,,DEF,55,,4
,,,,SPA,50,,252,,SPA,150,,252,,SPA,110,,4,,SPA,95,,252,,SPA,48,,,,SPA,95,,
,,,,SPD,50,,,,SPD,140,,,,SPD,150,,,,SPD,95,,,,SPD,98,,,,SPD,50,,
,,,,SPE,90,,252,,SPE,90,,252,,SPE,60,,,,SPE,85,,252,,SPE,85,,252,,SPE,115,,252
,,,,SPEED STAT:,,,306,,SPEED STAT:,,,306,,SPEED STAT:,,,156,,SPEED STAT:,,,295,,SPEED STAT:,,,295,,SPEED STAT:,,,361
,,,,,,,,,,,,,,,,,,,SWIFT SWIM:,,,590,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"ROCK TUNNEL
LEADER
FALKNER",,Pidgeot-Mega,,,,,Yanmega,,,,,Shaymin-S,,,,,Enamorus-I,,,,,Ho-Oh,,,,,Gyarados,,,
,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Timid,,,,,Timid,,,,,Timid,,,,,Jolly,,,,,Jolly,,,,,Jolly,,,
,,,,"Frisk
No Guard",,,,,Tinted Lens,,,,,Serene Grace,,,,,Contrary,,,,,Phoenix Down,,,,,Moxie,,,
,,,,Pidgeotite,,,,,Choice Specs,,,,,Focus Sash,,,,,Flying Gem,,,,,Lum Berry,,,,,Flyinium Z,,,
,,,,Hurricane,,,,,Bug Buzz,,,,,Seed Flare,,,,,Superpower,,,,,Brave Bird,,,,,Dragon Dance,,,
,,,,Heat Wave,,,,,Air Slash,,,,,Air Slash,,,,,Acrobatics,,,,,Sacred Fire,,,,,Waterfall,,,
,,,,Focus Blast,,,,,Giga Drain,,,,,Earth Power,,,,,Play Rough,,,,,Earthquake,,,,,Earthquake,,,
,,,,U-Turn,,,,,U-Turn,,,,,HP Ice,,,,,Knock Off,,,,,Roost,,,,,Bounce,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,83,,,,HP,86,,,,HP,100,,,,HP,74,,,,HP,106,,,,HP,95,,
,,,,ATK,80,,,,ATK,76,,,,ATK,103,,,,ATK,115,,,,ATK,130,,,,ATK,125,,
,,,,DEF,80,,,,DEF,86,,,,DEF,75,,,,DEF,70,,,,DEF,90,,,,DEF,79,,
,,,,SPA,135,,,,SPA,116,,,,SPA,120,,,,SPA,135,,,,SPA,110,,,,SPA,60,,
,,,,SPD,80,,,,SPD,56,,,,SPD,75,,,,SPD,80,,,,SPD,154,,,,SPD,100,,
,,,,SPE,121,,,,SPE,95,,,,SPE,127,,,,SPE,106,,,,SPE,90,,,,SPE,81,,
,,,,SPEED STAT:,,,305,,SPEED STAT:,,,248,,SPEED STAT:,,,319,,SPEED STAT:,,,272,,SPEED STAT:,,,237,,SPEED STAT:,,,217
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BATTLE EFFECT: DOUBLES + GRENINJA IS PRE-TRANSFORMED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"SAFFRON CITY
DUMASS
GIAN",,Magearna-O,,,,,Swampert-Mega,,,,,Necrozma-DM,,,,,Greninja-Ash,,,,,Palkia-O,,,,,Shaymin-S,,,
,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Calm,,,,,Jolly,,,,,Adamant,,,,,Timid,,,,,Timid,,,,,Timid,,,
,,,,Soul-Heart,,,,,"Damp
Swift Swim",,,,,Prism Armor,,,,,Battle Bond,,,,,Pressure,,,,,Serene Grace,,,
,,,,Sitrus Berry,,,,,Swampertite,,,,,Solganium Z,,,,,Life Orb,,,,,Lustrous Orb,,,,,Choice Specs,,,
,,,,Helping Hand,,,,,High Horsep.,,,,,Sunsteel Strike,,,,,Water Shurik.,,,,,Hydro Pump,,,,,Seed Flare,,,
,,,,Moonblast,,,,,Ice Punch,,,,,Dragon Dance,,,,,Dark Pulse,,,,,Spacial Rend,,,,,Hurricane,,,
,,,,Flash Cannon,,,,,Waterfall,,,,,Stone Edge,,,,,Ice Beam,,,,,Thunder,,,,,Earth Power,,,
,,,,Protect,,,,,Flip Turn,,,,,Psychic Fangs,,,,,Hydro Pump,,,,,Aura Sphere,,,,,HP Dragon,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,80,,252,,HP,100,,,,HP,97,,,,HP,72,,,,HP,90,,,,HP,100,,
,,,,ATK,95,,,,ATK,150,,252,,ATK,157,,252,,ATK,145,,,,ATK,100,,,,ATK,103,,
,,,,DEF,115,,,,DEF,110,,4,,DEF,127,,4,,DEF,67,,4,,DEF,100,,4,,DEF,75,,4
,,,,SPA,130,,252,,SPA,95,,,,SPA,113,,,,SPA,153,,252,,SPA,150,,252,,SPA,120,,252
,,,,SPD,115,,,,SPD,110,,,,SPD,109,,,,SPD,71,,,,SPD,120,,,,SPD,75,,
,,,,SPE,65,,4,,SPE,70,,252,,SPE,77,,252,,SPE,132,,252,,SPE,120,,252,,SPE,127,,252
,,,,SPEED STAT:,,,167,,SPEED STAT:,,,262,,SPEED STAT:,,,253,,SPEED STAT:,,,399,,SPEED STAT:,,,372,,SPEED STAT:,,,388
,,,,,,,,,SWIFT SWIM:,,,524,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"BATTLE EFFECT: DOUBLES + PLAYER'S FIRST 3 SLOTS GET FROSTBITE + KYUREM BECOMES KYUREM-WHITE 
AFTER FIRST FAINT & EARTH POWER BECOMES FUSION FLARE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"SEAFOAM ISL.
SECRET ROOM
LEADER
PRYCE",,Abomasnow-Mega,,,,,Calyrex-I,,,,,Kyurem-W,,,,,Wishiwashi-S-Sch,,,,,Donphan,,,,,Heracross-Mega,,,
,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Quiet,,,,,Brave,,,,,Quiet,,,,,Quiet,,,,,Brave,,,,,Brave,,,
,,,,"Soundproof
Snow Warning",,,,,As One,,,,,"Pressure
Turboblaze",,,,,Schooling,,,,,Technician,,,,,"Moxie
Skill Link",,,
,,,,Abomasnite,,,,,Mental Herb,,,,,Icium Z,,,,,Sitrus Berry,,,,,Lum Berry,,,,,Heracronite,,,
,,,,Earth Power,,,,,Trick Room,,,,,Blizzard,,,,,Draco Barrage,,,,,Ice Shard,,,,,Arm Thrust,,,
,,,,Blizzard,,,,,Glacial Lance,,,,,Draco Barrage,,,,,Shadow Ball,,,,,Rock Tomb,,,,,Bullet Seed,,,
,,,,Wood Hammer,,,,,Zen Headbutt,,,,,Earth Power,,,,,Thunderbolt,,,,,Bonemerang,,,,,Pin Missile,,,
,,,,HP Ice,,,,,High Horsep.,,,,,Freeze-Dry,,,,,Trick Room,,,,,Knock Off,,,,,Rock Blast,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,90,,248,,HP,100,,248,,HP,125,,248,,HP,55,,252,,HP,90,,252,,HP,80,,252
,,,,ATK,132,,8,,ATK,165,,252,,ATK,120,,,,ATK,140,,,,ATK,120,,252,,ATK,185,,252
,,,,DEF,105,,,,DEF,150,,8,,DEF,90,,8,,DEF,130,,,,DEF,120,,4,,DEF,115,,4
,,,,SPA,132,,252,,SPA,85,,,,SPA,170,,252,,SPA,140,,252,,SPA,60,,,,SPA,40,,
,,,,SPD,105,,,,SPD,130,,,,SPD,100,,,,SPD,135,,,,SPD,60,,,,SPD,105,,
,,,,SPE,60,,,,SPE,50,,,,SPE,95,,,,SPE,25,,,,SPE,50,,,,SPE,75,,
,,,,SPEED STAT:,,,112,,SPEED STAT:,,,94,,SPEED STAT:,,,175,,SPEED STAT:,,,67,,SPEED STAT:,,,94,,SPEED STAT:,,,139
,,,,,,,,,,,,,,,,,,,SMALL FORM:,,,49,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BATTLE EFFECT: DOUBLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"PKMN TOWER
GAUNTLET 1
TESTER
RUNAN",,Krookodile,,,,,Enamorus-I,,,,,Salamence-Mega,,,,,Aegislash,,,,,Victini,,,,,Keldeo,,,
,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jolly,,,,,Hasty,,,,,Naive,,,,,Quiet,,,,,Hasty,,,,,Timid,,,
,,,,Intimidate,,,,,Contrary,,,,,"Intimidate
Aerilate",,,,,Stance Change,,,,,Victory Star,,,,,Sharpness,,,
,,,,Assault Vest,,,,,Focus Sash,,,,,Salamencite,,,,,Ghostium Z,,,,,White Herb,,,,,Water Gem,,,
,,,,High Horsep.,,,,,Fleur Cannon,,,,,Double-Edge,,,,,King's Shield,,,,,V-Create,,,,,Hydro Pump,,,
,,,,Stone Edge,,,,,Psychic,,,,,Dragon Rush,,,,,Shadow Ball,,,,,Bolt Strike,,,,,Sacred Sword,,,
,,,,Close Combat,,,,,Superpower,,,,,Hyper Voice,,,,,Flash Cannon,,,,,Glaciate,,,,,Icy Wind,,,
,,,,Wicked Blow,,,,,Mystical Fire,,,,,Fire Blast,,,,,Sacred Sword,,,,,Zen Headbutt,,,,,Protect,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,95,,,,HP,74,,,,HP,95,,,,HP,60,,252,,HP,100,,,,HP,91,,
,,,,ATK,117,,252,,ATK,115,,4,,ATK,145,,252,,ATK,140,,4,,ATK,100,,252,,ATK,72,,
,,,,DEF,80,,4,,DEF,70,,,,DEF,130,,,,DEF,50,,,,DEF,100,,,,DEF,90,,4
,,,,SPA,65,,,,SPA,135,,252,,SPA,120,,4,,SPA,140,,252,,SPA,100,,4,,SPA,129,,252
,,,,SPD,70,,,,SPD,80,,,,SPD,90,,,,SPD,50,,,,SPD,100,,,,SPD,90,,
,,,,SPE,92,,252,,SPE,106,,252,,SPE,120,,252,,SPE,60,,,,SPE,100,,252,,SPE,108,,252
,,,,SPEED STAT:,,,311,,SPEED STAT:,,,342,,SPEED STAT:,,,372,,SPEED STAT:,,,140,,SPEED STAT:,,,328,,SPEED STAT:,,,346
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"PKMN TOWER
GAUNTLET 2
ACE TRAINER
SAMANTHA",,Torkoal,,,,,Charizard,,,,,Milotic,,,,,Dodrio-S,,,,,Tyranitar,,,,,Garchomp-Mega,,,
,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Relaxed,,,,,Timid,,,,,Modest,,,,,Jolly,,,,,Brave,,,,,Jolly,,,
,,,,Drought,,,,,Solar Power,,,,,Competitive,,,,,Rock Head,,,,,Unnerve,,,,,"Rough Skin
Sand Force",,,
,,,,Heat Rock,,,,,Choice Specs,,,,,Assault Vest,,,,,Focus Sash,,,,,Assault Vest,,,,,Garchompite,,,
,,,,Stealth Rock,,,,,Solar Beam,,,,,Weather Ball,,,,,Headlong Rush,,,,,Fire Blast,,,,,Swords Dance,,,
,,,,Lava Plume,,,,,Weather Ball,,,,,Ice Beam,,,,,Flare Blitz,,,,,Solar Beam,,,,,Scale Shot,,,
,,,,Body Press,,,,,Air Slash,,,,,Bouncy Bubble,,,,,Head Smash,,,,,Stone Edge,,,,,Earthquake,,,
,,,,Earth Power,,,,,Flamethrower,,,,,Flip Turn,,,,,Double-Edge,,,,,Earthquake,,,,,Fire Fang,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,70,,252,,HP,78,,,,HP,95,,252,,HP,70,,,,HP,100,,252,,HP,108,,
,,,,ATK,75,,,,ATK,84,,,,ATK,60,,,,ATK,125,,252,,ATK,134,,252,,ATK,170,,252
,,,,DEF,140,,252,,DEF,78,,4,,DEF,84,,4,,DEF,65,,4,,DEF,110,,,,DEF,105,,4
,,,,SPA,95,,4,,SPA,109,,252,,SPA,100,,252,,SPA,50,,,,SPA,95,,4,,SPA,120,,
,,,,SPD,70,,,,SPD,85,,,,SPD,125,,,,SPD,60,,,,SPD,100,,,,SPD,95,,
,,,,SPE,20,,,,SPE,100,,252,,SPE,86,,,,SPE,110,,252,,SPE,61,,,,SPE,102,,252
,,,,SPEED STAT:,,,68,,SPEED STAT:,,,328,,SPEED STAT:,,,208,,SPEED STAT:,,,350,,SPEED STAT:,,,142,,SPEED STAT:,,,333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"PKMN TOWER
GAUNTLET 3
TESTER
SYMES",,Rillaboom,,,,,Dragonite,,,,,Zebstrika-S,,,,,Alcremie-Mega,,,,,Samurott-H,,,,,Decidueye-H,,,
,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jolly,,,,,Jolly,,,,,Timid,,,,,Bold,,,,,Jolly,,,,,Adamant,,,
,,,,Grassy Surge,,,,,Multiscale,,,,,Illuminate,,,,,"Sweet Veil
Self Sufficient",,,,,Sharpness,,,,,Quill Rush,,,
,,,,Terrain Extend.,,,,,Lum Berry,,,,,Life Orb,,,,,Alcremite,,,,,White Herb,,,,,Focus Sash,,,
,,,,Grassy Glide,,,,,Dual Wingbeat,,,,,Blizzard,,,,,Calm Mind,,,,,Shell Smash,,,,,High J. Kick,,,
,,,,U-Turn,,,,,Dragon Dance,,,,,Thunder,,,,,Moonblast,,,,,Ceaseless Edge,,,,,Grassy Glide,,,
,,,,Knock Off,,,,,Fire Punch,,,,,Freeze-Dry,,,,,Mystical Fire,,,,,Razor Shell,,,,,Swords Dance,,,
,,,,Wood Hammer,,,,,Ice Punch,,,,,Volt Switch,,,,,Acid Armor,,,,,Megahorn,,,,,Knock Off,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
