,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IF YOU'RE,,SPE,100,,252,,SPE,85,,252,,SPE,85,,,,SPE,81,,252,,SPE,20,,,,SPE,52,,252
,,LEVEL 68 ->>,,SPEED STAT:,,,218,,SPEED STAT:,,,196,,SPEED STAT:,,,137,,SPEED STAT:,,,190,,SPEED STAT:,,,27,,SPEED STAT:,,,148
,,,,,,,,,SWIFT SWIM:,,,392,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BATTLE EFFECT: PERMANENT ELECTRIC TERRAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"GYM LEADER
LT. SURGE",,Iron Treads,,,,,Bellibolt,,,,,Rotom-W,,,,,Pawmot,,,,,Manectric-Mega,,,,,Iron Hands,,,
,,,,Highest Lv -2,,,,,Highest Lv -2,,,,,Highest Lv -2,,,,,Highest Lv -2,,,,,Highest Lv -2,,,,,Highest Lv -2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jolly,,,,,Modest,,,,,Timid,,,,,Jolly,,,,,Timid,,,,,Careful,,,
,,,,Quark Drive,,,,,Electromorphosis,,,,,Levitate,,,,,Iron Fist,,,,,Intimidate (Both),,,,,Quark Drive,,,
,,,,Focus Sash,,,,,Leftovers,,,,,Life Orb,,,,,Punching Glove,,,,,Manectite,,,,,Assault Vest,,,
,,,,Earthquake,,,,,Parab. Charge,,,,,Volt Switch,,,,,Thunder Punch,,,,,Volt Switch,,,,,Plasma Fists,,,
,,,,Iron Head,,,,,HP Grass,,,,,Rising Voltage,,,,,Close Combat,,,,,Rising Voltage,,,,,Drain Punch,,,
,,,,Stealth Rock,,,,,Muddy Water,,,,,Scald,,,,,Mach Punch,,,,,Flamethrower,,,,,Ice Punch,,,
,,,,Volt Switch,,,,,Volt Switch,,,,,HP Ice,,,,,Ice Punch,,,,,HP Grass,,,,,Fake Out,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,90,,,,HP,109,,252,,HP,50,,,,HP,70,,,,HP,70,,,,HP,154,,252
,,,,ATK,112,,252,,ATK,64,,,,ATK,65,,,,ATK,115,,252,,ATK,75,,,,ATK,140,,4
,,,,DEF,120,,,,DEF,91,,4,,DEF,107,,,,DEF,70,,,,DEF,80,,,,DEF,108,,
,,,,SPA,72,,,,SPA,103,,252,,SPA,105,,252,,SPA,70,,,,SPA,135,,252,,SPA,50,,
,,,,SPD,70,,4,,SPD,83,,,,SPD,107,,4,,SPD,60,,4,,SPD,80,,4,,SPD,68,,252
,,IF YOU'RE,,SPE,106,,252,,SPE,45,,,,SPE,86,,252,,SPE,105,,252,,SPE,135,,252,,SPE,50,,
,,LEVEL 68 ->>,,SPEED STAT:,,,226,,SPEED STAT:,,,84,,SPEED STAT:,,,198,,SPEED STAT:,,,225,,SPEED STAT:,,,269,,SPEED STAT:,,,91
,,,,QUAR. DRIVE:,,,339,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BATTLE EFFECT: PERMANENT GRASSY TERRAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"GYM LEADER
ERIKA",,Ogerpon-C,,,,,Meowscarada,,,,,Hawlucha,,,,,Sinistcha,,,,,Lilligant-H,,,,,Venusaur-Mega,,,
,,,,Highest Lv -2,,,,,Highest Lv -2,,,,,Highest Lv -2,,,,,Highest Lv -2,,,,,Highest Lv -2,,,,,Highest Lv -2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jolly,,,,,Jolly,,,,,Adamant,,,,,Modest,,,,,Jolly,,,,,Modest,,,
,,,,Sturdy,,,,,Protean,,,,,Unburden,,,,,Heatproof,,,,,Hustle,,,,,"Overgrow
Thick Fat (Mega)",,,
,,,,Corner. Mask,,,,,Life Orb,,,,,Grassy Seed,,,,,Leftovers,,,,,Wide Lens,,,,,Venusaurite,,,
,,,,Horn Leech,,,,,U-Turn,,,,,Swords Dance,,,,,Strength Sap,,,,,Victory Dance,,,,,Giga Drain,,,
,,,,Ivy Cudgel,,,,,Knock Off,,,,,Close Combat,,,,,Will-O-Wisp,,,,,Leaf Blade,,,,,Earth Power,,,
,,,,Knock Off,,,,,Flower Trick,,,,,Acrobatics,,,,,Shadow Ball,,,,,Close Combat,,,,,Synthesis,,,
,,,,U-Turn,,,,,Triple Axel,,,,,Stone Edge,,,,,Matcha Got.,,,,,Ice Spinner,,,,,Sludge Bomb,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,80,,,,HP,76,,,,HP,78,,,,HP,71,,252,,HP,70,,,,HP,80,,
,,,,ATK,120,,252,,ATK,110,,252,,ATK,92,,252,,ATK,60,,,,ATK,105,,252,,ATK,100,,
,,,,DEF,84,,4,,DEF,70,,4,,DEF,75,,4,,DEF,106,,4,,DEF,75,,,,DEF,123,,
,,,,SPA,60,,,,SPA,81,,,,SPA,74,,,,SPA,121,,252,,SPA,50,,,,SPA,122,,
,,,,SPD,96,,,,SPD,70,,,,SPD,63,,,,SPD,80,,,,SPD,75,,4,,SPD,120,,
,,IF YOU'RE,,SPE,110,,252,,SPE,123,,252,,SPE,118,,252,,SPE,70,,,,SPE,105,,252,,SPE,80,,
,,LEVEL 68 ->>,,SPEED STAT:,,,223,,SPEED STAT:,,,251,,SPEED STAT:,,,222,,SPEED STAT:,,,117,,SPEED STAT:,,,225,,SPEED STAT:,,,131
,,,,,,,,,,,,,,UNBURDEN:,,,444,,,,,,,,,,,,,,,
