,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SPE,70,,252,,SPE,110,,252,,SPE,70,,252,,SPE,109,,252,,SPE,90,,252,,SPE,136,,252
,,,,SPEED STAT:,,,223,,SPEED STAT:,,,298,,SPEED STAT:,,,203,,SPEED STAT:,,,297,,SPEED STAT:,,,260,,SPEED STAT:,,,347
,,,,,,,,,,,,,,SWIFT SWIM:,,,406,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,(!) SNOW TEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BATTLE EFFECT: DOUBLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"ELITE FOUR
LORELEI",,Ninetales-A,,,,,Glaceon,,,,,Rotom-W,,,,,Calyrex-I,,,,,Abomasnow-Mega,,,,,Baxcalibur,,,
,,,,85,,,,,85,,,,,85,,,,,85,,,,,85,,,,,85,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Timid,,,,,Modest,,,,,Timid,,,,,Adamant,,,,,Timid,,,,,Jolly,,,
,,,,Snow Warning,,,,,Slush Rush,,,,,Levitate,,,,,As One,,,,,"Snow Warning
Slush Rush",,,,,Thermal Exchange,,,
,,,,Light Clay,,,,,Choice Specs,,,,,Sitrus Berry,,,,,Assault Vest,,,,,Abomasite,,,,,Dragon Fang,,,
,,,,Blizzard,,,,,Blizzard,,,,,Volt Switch,,,,,Glacial Lance,,,,,Blizzard,,,,,Glaive Rush,,,
,,,,Aurora Veil,,,,,Earth Power,,,,,Scald,,,,,Zen Headbutt,,,,,Focus Blast,,,,,Ice Shard,,,
,,,,Freeze-Dry,,,,,Freeze-Dry,,,,,Thunderbolt,,,,,Seed Bomb,,,,,HP Fire,,,,,Icicle Crash,,,
,,,,Snowscape,,,,,HP Fire,,,,,Thunder Wave,,,,,High Horsep.,,,,,Giga Drain,,,,,Protect,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,73,,,,HP,80,,,,HP,50,,252,,HP,100,,252,,HP,90,,,,HP,115,,
,,,,ATK,67,,,,ATK,45,,,,ATK,65,,,,ATK,165,,252,,ATK,132,,,,ATK,145,,252
,,,,DEF,75,,4,,DEF,100,,4,,DEF,107,,4,,DEF,150,,4,,DEF,105,,4,,DEF,92,,4
,,,,SPA,81,,252,,SPA,130,,252,,SPA,105,,,,SPA,85,,,,SPA,132,,252,,SPA,75,,
,,,,SPD,100,,,,SPD,95,,,,SPD,107,,,,SPD,130,,,,SPD,105,,,,SPD,86,,
,,,,SPE,109,,252,,SPE,75,,252,,SPE,86,,252,,SPE,50,,,,SPE,60,,252,,SPE,87,,252
,,,,SPEED STAT:,,,297,,SPEED STAT:,,,211,,SPEED STAT:,,,254,,SPEED STAT:,,,116,,SPEED STAT:,,,204,,SPEED STAT:,,,255
,,,,,,,,,SLUSH RUSH:,,,422,,,,,,,,,,,,SLUSH RUSH:,,,408,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,, (!) TEAM ONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"ELITE FOUR
BRUNO",,Great Tusk,,,,,Urshifu-R,,,,,Iron Valiant,,,,,Iron Hands,,,,,Zacian-C,,,,,Lucario-Mega,,,
,,,,85,,,,,85,,,,,85,,,,,85,,,,,85,,,,,85,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jolly,,,,,Jolly,,,,,Timid,,,,,Adamant,,,,,Jolly,,,,,Timid,,,
,,,,Protosynthesis,,,,,Unseen Fist,,,,,Quark Drive,,,,,Quark Drive,,,,,Intrepid Sword,,,,,"Inner Focus
Adaptability",,,
,,,,Focus Sash,,,,,Mystic Water,,,,,Booster Energy,,,,,Assault Vest,,,,,Rusted Sword,,,,,Lucarionite,,,
,,,,Headlong Rush,,,,,Surg. Strikes,,,,,Psyshock,,,,,Drain Punch,,,,,Swords Dance,,,,,Nasty Plot,,,
,,,,Close Combat,,,,,Close Combat,,,,,Shadow Ball,,,,,Fake Out,,,,,Behemo. Blade,,,,,Aura Sphere,,,
,,,,Stealth Rock,,,,,Swords Dance,,,,,Moonblast,,,,,Plasma Fists,,,,,Close Combat,,,,,Vacuum Wave,,,
,,,,Knock Off,,,,,Thunder Punch,,,,,Calm Mind,,,,,Ice Punch,,,,,Wild Charge,,,,,Flash Cannon,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,115,,,,HP,100,,,,HP,74,,,,HP,154,,252,,HP,92,,,,HP,70,,
,,,,ATK,131,,252,,ATK,130,,252,,ATK,130,,,,ATK,140,,252,,ATK,150,,252,,ATK,145,,
,,,,DEF,131,,4,,DEF,100,,4,,DEF,90,,4,,DEF,108,,,,DEF,115,,4,,DEF,88,,4
,,,,SPA,53,,,,SPA,63,,,,SPA,120,,252,,SPA,50,,,,SPA,80,,,,SPA,140,,252
,,,,SPD,53,,,,SPD,60,,,,SPD,60,,,,SPD,68,,4,,SPD,115,,,,SPD,70,,
,,,,SPE,87,,252,,SPE,97,,252,,SPE,116,,252,,SPE,50,,,,SPE,148,,252,,SPE,112,,252
,,,,SPEED STAT:,,,255,,SPEED STAT:,,,273,,SPEED STAT:,,,310,,SPEED STAT:,,,116,,SPEED STAT:,,,369,,SPEED STAT:,,,302
,,,,,,,,,,,,,,QUAR. DRIVE:,,,465,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,, (!) TEAM TWO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"ELITE FOUR
BRUNO",,Infernape,,,,,Urshifu-S,,,,,Kommo-o,,,,,Iron Valiant,,,,,Zacian-C,,,,,Lucario-Mega,,,
,,,,85,,,,,85,,,,,85,,,,,85,,,,,85,,,,,85,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jolly,,,,,Jolly,,,,,Timid,,,,,Timid,,,,,Jolly,,,,,Jolly,,,
,,,,Blaze,,,,,Unseen Fist,,,,,Overcoat,,,,,Quark Drive,,,,,Intrepid Sword,,,,,"Inner Focus
Adaptability",,,
,,,,Focus Sash,,,,,Black Glasses,,,,,Throat Spray,,,,,Booster Energy,,,,,Rusted Sword,,,,,Lucarionite,,,
,,,,Taunt,,,,,Wicked Blow,,,,,Clang. Scales,,,,,Moonblast,,,,,Swords Dance,,,,,Bullet Punch,,,
,,,,Pyro Ball,,,,,Swords Dance,,,,,Clang. Soul,,,,,Thunderbolt,,,,,Behemo. Blade,,,,,Meteor Mash,,,
,,,,Stealth Rock,,,,,Close Combat,,,,,Aura Sphere,,,,,Aura Sphere,,,,,Close Combat,,,,,Close Combat,,,
,,,,Close Combat,,,,,Sucker Punch,,,,,Flash Cannon,,,,,Shadow Ball,,,,,Wild Charge,,,,,Swords Dance,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,76,,,,HP,100,,,,HP,75,,,,HP,74,,,,HP,92,,,,HP,70,,
,,,,ATK,110,,252,,ATK,130,,252,,ATK,110,,,,ATK,130,,,,ATK,150,,252,,ATK,145,,252
,,,,DEF,71,,4,,DEF,100,,4,,DEF,125,,4,,DEF,90,,4,,DEF,115,,4,,DEF,88,,4
,,,,SPA,110,,,,SPA,63,,,,SPA,100,,252,,SPA,120,,252,,SPA,80,,,,SPA,140,,
,,,,SPD,71,,,,SPD,60,,,,SPD,105,,,,SPD,60,,,,SPD,115,,,,SPD,70,,
,,,,SPE,113,,252,,SPE,97,,252,,SPE,85,,252,,SPE,116,,252,,SPE,148,,252,,SPE,112,,252
,,,,SPEED STAT:,,,304,,SPEED STAT:,,,273,,SPEED STAT:,,,251,,SPEED STAT:,,,310,,SPEED STAT:,,,369,,SPEED STAT:,,,302
,,,,,,,,,,,,,,,,,,,QUAR. DRIVE:,,,465,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,, (!) TEAM ONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"ELITE FOUR
AGATHA",,Zoroark-H,,,,,Gholdengo,,,,,Marshadow,,,,,Roaring Moon,,,,,Chi-Yu,,,,,Gengar-Mega,,,
,,,,85,,,,,85,,,,,85,,,,,85,,,,,Highest Lv -2,,,,,Highest Lv -2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Timid,,,,,Timid,,,,,Jolly,,,,,Jolly,,,,,Timid,,,,,Timid,,,
,,,,Illusion,,,,,Good As Gold,,,,,Technician,,,,,Protosynthesis,,,,,Beads of Ruin,,,,,"Levitate
Shadow Tag",,,
,,,,Focus Sash,,,,,Air Balloon,,,,,Focus Sash,,,,,Booster Energy,,,,,Charcoal,,,,,Gengarite,,,
,,,,Taunt,,,,,Make It Rain,,,,,Drain Punch,,,,,Dragon Dance,,,,,Dark Pulse,,,,,Shadow Ball,,,
,,,,Hyper Voice,,,,,Thunder Wave,,,,,Bulk Up,,,,,Knock Off,,,,,Flamethrower,,,,,Sludge Wave,,,
,,,,Shadow Ball,,,,,Shadow Ball,,,,,Spectral Thief,,,,,Earthquake,,,,,Psychic,,,,,Nasty Plot,,,
,,,,Flamethrower,,,,,Focus Blast,,,,,Shadow Sneak,,,,,Iron Head,,,,,HP Grass,,,,,Focus Blast,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,55,,,,HP,87,,,,HP,90,,,,HP,105,,,,HP,55,,,,HP,60,,
,,,,ATK,100,,,,ATK,60,,,,ATK,125,,252,,ATK,139,,252,,ATK,80,,,,ATK,65,,
,,,,DEF,60,,4,,DEF,95,,4,,DEF,80,,4,,DEF,71,,4,,DEF,80,,4,,DEF,80,,4
,,,,SPA,125,,252,,SPA,133,,252,,SPA,90,,,,SPA,55,,,,SPA,135,,252,,SPA,170,,252
,,,,SPD,60,,,,SPD,91,,,,SPD,90,,,,SPD,101,,,,SPD,120,,,,SPD,95,,
,,,,SPE,110,,252,,SPE,84,,252,,SPE,125,,252,,SPE,119,,252,,SPE,100,,252,,SPE,130,,252
,,,,SPEED STAT:,,,298,,SPEED STAT:,,,249,,SPEED STAT:,,,326,,SPEED STAT:,,,315,,SPEED STAT:,,,273,,SPEED STAT:,,,327
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,, (!) TEAM TWO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"ELITE FOUR
AGATHA",,Zoroark,,,,,Gholdengo,,,,,Marshadow,,,,,Flutter Mane,,,,,Chien-Pao,,,,,Gengar-Mega,,,
,,,,85,,,,,85,,,,,85,,,,,85,,,,,Highest Lv -2,,,,,Highest Lv -2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Timid,,,,,Timid,,,,,Jolly,,,,,Timid,,,,,Jolly,,,,,Timid,,,
,,,,Illusion,,,,,Good As Gold,,,,,Technician,,,,,Protosynthesis,,,,,Swords of Ruin,,,,,"Levitate
Shadow Tag",,,
,,,,Focus Sash,,,,,Air Balloon,,,,,Focus Sash,,,,,Booster Energy,,,,,Black Glasses,,,,,Gengarite,,,
,,,,Taunt,,,,,Make It Rain,,,,,Spectral Thief,,,,,Shadow Ball,,,,,Sacred Sword,,,,,Shadow Ball,,,
,,,,Dark Pulse,,,,,Nasty Plot,,,,,Close Combat,,,,,Moonblast,,,,,Crunch,,,,,Sludge Wave,,,
,,,,Flamethrower,,,,,Shadow Ball,,,,,Shadow Sneak,,,,,Mystical Fire,,,,,Icicle Crash,,,,,Nasty Plot,,,
,,,,Sludge Bomb,,,,,Focus Blast,,,,,Bulk Up,,,,,Psyshock,,,,,Ice Shard,,,,,Aura Sphere,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,60,,,,HP,87,,,,HP,90,,,,HP,55,,,,HP,80,,,,HP,60,,
,,,,ATK,105,,,,ATK,60,,,,ATK,125,,252,,ATK,55,,,,ATK,120,,252,,ATK,65,,
,,,,DEF,60,,4,,DEF,95,,4,,DEF,80,,4,,DEF,55,,4,,DEF,80,,4,,DEF,80,,4
,,,,SPA,120,,252,,SPA,133,,252,,SPA,90,,,,SPA,135,,252,,SPA,90,,,,SPA,170,,252
,,,,SPD,60,,,,SPD,91,,,,SPD,90,,,,SPD,135,,,,SPD,65,,,,SPD,95,,
,,,,SPE,105,,252,,SPE,84,,252,,SPE,125,,252,,SPE,135,,252,,SPE,135,,252,,SPE,130,,252
,,,,SPEED STAT:,,,289,,SPEED STAT:,,,249,,SPEED STAT:,,,326,,SPEED STAT:,,,345,,SPEED STAT:,,,337,,SPEED STAT:,,,327
,,,,,,,,,,,,,,,,,,,PROTOSYN.:,,,517,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,, (!) TEAM ONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"ELITE FOUR
LANCE",,Aerodactyl,,,,,Melmetal,,,,,Iron Jugulis,,,,,Dragonite,,,,,Dialga-Primal,,,,,Salamence-Mega,,,
,,,,85,,,,,85,,,,,85,,,,,85,,,,,85,,,,,85,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jolly,,,,,Adamant,,,,,Timid,,,,,Jolly,,,,,Calm,,,,,Jolly,,,
,,,,Pressure,,,,,Iron Fist,,,,,Quark Drive,,,,,Multiscale,,,,,Primal Armor,,,,,"Intimidate
Aerilate",,,
,,,,Focus Sash,,,,,Assault Vest,,,,,Booster Energy,,,,,Weakness Pol.,,,,,Adamant Orb,,,,,Salamencite,,,
,,,,Stealth Rock,,,,,Double I. Bash,,,,,Dark Hole,,,,,Extreme Speed,,,,,Roar of Time,,,,,Dragon Dance,,,
,,,,Earthquake,,,,,Earthquake,,,,,Flamethrower,,,,,Dragon Dance,,,,,Flash Cannon,,,,,Double-Edge,,,
,,,,Taunt,,,,,Thunder Punch,,,,,Aeroblast,,,,,Dual Wingbeat,,,,,Rest,,,,,Earthquake,,,
,,,,Stone Edge,,,,,Ice Punch,,,,,Earth Power,,,,,Earthquake,,,,,Sleep Talk,,,,,Fire Fang,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,80,,,,HP,135,,252,,HP,94,,,,HP,91,,,,HP,100,,252,,HP,95,,
,,,,ATK,105,,252,,ATK,143,,252,,ATK,80,,,,ATK,134,,252,,ATK,120,,,,ATK,145,,252
,,,,DEF,65,,4,,DEF,143,,,,DEF,86,,4,,DEF,95,,4,,DEF,150,,,,DEF,130,,4
,,,,SPA,60,,,,SPA,80,,,,SPA,122,,252,,SPA,100,,,,SPA,185,,4,,SPA,120,,
,,,,SPD,75,,,,SPD,65,,4,,SPD,80,,,,SPD,100,,,,SPD,130,,252,,SPD,90,,
,,,,SPE,130,,252,,SPE,34,,,,SPE,108,,252,,SPE,80,,252,,SPE,90,,,,SPE,120,,252
,,,,SPEED STAT:,,,335,,SPEED STAT:,,,89,,SPEED STAT:,,,294,,SPEED STAT:,,,242,,SPEED STAT:,,,184,,SPEED STAT:,,,316
,,,,,,,,,,,,,,QUAR. DRIVE:,,,441,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,, (!) TEAM TWO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"ELITE FOUR
LANCE",,Garchomp,,,,,Melmetal,,,,,Iron Jugulis,,,,,Dragonite,,,,,Dialga-Primal,,,,,Salamence-Mega,,,
,,,,85,,,,,85,,,,,85,,,,,85,,,,,85,,,,,85,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jolly,,,,,Adamant,,,,,Timid,,,,,Jolly,,,,,Bold,,,,,Jolly,,,
,,,,Rough Skin,,,,,Iron Fist,,,,,Quark Drive,,,,,Multiscale,,,,,Primal Armor,,,,,"Intimidate
Aerilate",,,
,,,,Focus Sash,,,,,Assault Vest,,,,,Booster Energy,,,,,Lum Berry,,,,,Adamant Orb,,,,,Salamencite,,,
,,,,Stealth Rock,,,,,Double I. Bash,,,,,Dark Hole,,,,,Dragon Dance,,,,,Roar of Time,,,,,Dragon Dance,,,
,,,,Earthquake,,,,,Earthquake,,,,,Flamethrower,,,,,Extreme Speed,,,,,Flash Cannon,,,,,Double-Edge,,,
,,,,Stone Edge,,,,,Thunder Punch,,,,,Aeroblast,,,,,Earthquake,,,,,Rest,,,,,Fire Fang,,,
,,,,Roar,,,,,Ice Punch,,,,,Earth Power,,,,,Dual Wingbeat,,,,,Sleep Talk,,,,,Earthquake,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,108,,,,HP,135,,252,,HP,94,,,,HP,91,,,,HP,100,,252,,HP,95,,
,,,,ATK,130,,252,,ATK,143,,252,,ATK,80,,,,ATK,134,,252,,ATK,120,,,,ATK,145,,252
,,,,DEF,95,,4,,DEF,143,,,,DEF,86,,4,,DEF,95,,4,,DEF,150,,252,,DEF,130,,4
,,,,SPA,80,,,,SPA,80,,,,SPA,122,,252,,SPA,100,,,,SPA,185,,4,,SPA,120,,
,,,,SPD,85,,,,SPD,65,,4,,SPD,80,,,,SPD,100,,,,SPD,130,,,,SPD,90,,
,,,,SPE,102,,252,,SPE,34,,,,SPE,108,,252,,SPE,80,,252,,SPE,90,,,,SPE,120,,252
,,,,SPEED STAT:,,,283,,SPEED STAT:,,,89,,SPEED STAT:,,,294,,SPEED STAT:,,,242,,SPEED STAT:,,,184,,SPEED STAT:,,,316
,,,,,,,,,,,,,,QUAR. DRIVE:,,,441,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,IF RIVAL HAS SQUIRTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"CHAMPION
RIVAL",,Pheromosa,,,,,Metagross-Mega,,,,,Koraidon,,,,,Yveltal,,,,,Eternatus,,,,,Ditto,,,
,,,,85,,,,,85,,,,,85,,,,,85,,,,,85,,,,,85,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jolly,,,,,Jolly,,,,,Jolly,,,,,Modest,,,,,Timid,,,,,Timid,,,
,,,,Beast Boost,,,,,Tough Claws (Both),,,,,Orichalcum Pulse,,,,,Dark Aura,,,,,Pressure,,,,,Imposter,,,
,,,,Focus Sash,,,,,Metagrossite,,,,,Lum Berry,,,,,Assault Vest,,,,,Power Herb,,,,,Choice Scarf,,,
,,,,U-Turn,,,,,Bullet Punch,,,,,Swords Dance,,,,,Oblivion Wing,,,,,Meteor Beam,,,,,Transform,,,
,,,,Close Combat,,,,,Zen Headbutt,,,,,Collision Course,,,,,Dark Hole,,,,,Sludge Wave,,,,,-,,,
,,,,Triple Axel,,,,,Fire Punch,,,,,Dragon Claw,,,,,Heat Wave,,,,,Flamethrower,,,,,-,,,
,,,,Poison Jab,,,,,Meteor Mash,,,,,Flare Blitz,,,,,Sucker Punch,,,,,Dyna. Cannon,,,,,-,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,71,,,,HP,80,,,,HP,100,,,,HP,126,,252,,HP,140,,,,HP,48,,252
,,,,ATK,137,,252,,ATK,145,,252,,ATK,135,,252,,ATK,131,,,,ATK,85,,,,ATK,48,,
,,,,DEF,37,,4,,DEF,150,,4,,DEF,115,,4,,DEF,95,,4,,DEF,95,,4,,DEF,48,,4
,,,,SPA,137,,,,SPA,105,,,,SPA,85,,,,SPA,131,,252,,SPA,145,,252,,SPA,48,,
,,,,SPD,37,,,,SPD,110,,,,SPD,100,,,,SPD,98,,,,SPD,95,,,,SPD,48,,
,,,,SPE,151,,252,,SPE,110,,252,,SPE,135,,252,,SPE,99,,,,SPE,130,,252,,SPE,48,,252
,,,,SPEED STAT:,,,375,,SPEED STAT:,,,298,,SPEED STAT:,,,345,,SPEED STAT:,,,199,,SPEED STAT:,,,335,,SPEED STAT:,,,273
,,,,1 B. BOOST:,,,562,,,,,,,,,,,,,,,,,,,,,,TRANSFORM:,,,N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,IF RIVAL HAS CHARMANDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"CHAMPION
RIVAL",,Pheromosa,,,,,Metagross-Mega,,,,,Miraidon,,,,,Yveltal,,,,,Eternatus,,,,,Ditto,,,
,,,,85,,,,,85,,,,,85,,,,,85,,,,,85,,,,,85,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jolly,,,,,Jolly,,,,,Timid,,,,,Modest,,,,,Timid,,,,,Timid,,,
,,,,Beast Boost,,,,,Tough Claws (Both),,,,,Hadron Engine,,,,,Dark Aura,,,,,Pressure,,,,,Imposter,,,
,,,,Focus Sash,,,,,Metagrossite,,,,,Leftovers,,,,,Assault Vest,,,,,Power Herb,,,,,Choice Scarf,,,
,,,,U-Turn,,,,,Bullet Punch,,,,,Calm Mind,,,,,Oblivion Wing,,,,,Meteor Beam,,,,,Transform,,,
